commit	score	memory_gb	status	problem	description
auto	3.6207279726157693	0.0	discard	29_3_in_5	Parallel run loop
auto	5.761724730717903	0.0	discard	46_3_in_4	Parallel run loop
auto	4.851018009306468	0.0	discard	47_3_in_5	Parallel run loop
auto	4.012301062706419	0.0	discard	35_3_in_5	Parallel run loop
auto	3.0579697775844052	0.0	discard	21_3_in_5	Parallel run loop
auto	3.749422440407203	0.0	discard	31_3_in_5	Parallel run loop
auto	3.800508235504553	0.0	discard	32_3_in_5	Parallel run loop
auto	3.860565250053721	0.0	discard	23_3_in_4	Parallel run loop
auto	4.854825713986834	0.0	discard	48_3_in_5	Parallel run loop
auto	2.28126667860246	0.0	discard	12_3_in_5	Parallel run loop
auto	5.084195995724824	0.0	discard	50_3_in_5	Parallel run loop
auto	5.202958105962411	0.0	discard	40_3_in_4	Parallel run loop
auto	3.4828020876435586	0.0	discard	19_3_in_4	Parallel run loop
auto	5.515530459907589	0.0	discard	44_3_in_4	Parallel run loop
auto	2.9015337674702075	0.0	discard	19_3_in_5	Parallel run loop
auto	4.999798135488359	0.0	discard	37_3_in_4	Parallel run loop
auto	4.667308396814935	0.0	discard	33_3_in_4	Parallel run loop
auto	4.121797120335564	0.0	discard	26_3_in_4	Parallel run loop
auto	2.8221699793639474	0.0	discard	18_3_in_5	Parallel run loop
auto	5.674564119611208	0.0	discard	45_3_in_4	Parallel run loop
auto	4.587521368368386	0.0	discard	43_3_in_5	Parallel run loop
auto	2.7323158489913495	0.0	discard	17_3_in_5	Parallel run loop
auto	4.363811548825123	0.0	discard	29_3_in_4	Parallel run loop
auto	5.976799738945055	0.0	discard	48_3_in_4	Parallel run loop
auto	4.00831383536189	0.0	discard	25_3_in_4	Parallel run loop
auto	4.616371063946292	0.0	discard	44_3_in_5	Parallel run loop
auto	2.082185029053124	0.0	discard	10_3_in_5	Parallel run loop
auto	3.4251767739406307	0.0	discard	26_3_in_5	Parallel run loop
auto	2.972355378164544	0.0	discard	20_3_in_5	Parallel run loop
auto	3.8716498857127517	0.0	discard	33_3_in_5	Parallel run loop
auto	4.282465733963264	0.0	discard	28_3_in_4	Parallel run loop
auto	4.014710428664767	0.0	discard	35_3_in_5	Parallel run loop
auto	3.9426728989866686	0.0	discard	24_3_in_4	Parallel run loop
auto	3.2136381465684503	0.0	discard	23_3_in_5	Parallel run loop
auto	1.7415210083628885	0.0	discard	7_3_in_5	Parallel run loop
auto	3.818753300532484	0.0	discard	32_3_in_5	Parallel run loop
auto	5.141138507800263	0.0	discard	39_3_in_4	Parallel run loop
auto	3.854147513072246	0.0	discard	23_3_in_4	Parallel run loop
auto	2.2814340429656776	0.0	discard	12_3_in_5	Parallel run loop
auto	3.0588442079966995	0.0	discard	21_3_in_5	Parallel run loop
auto	4.579382815535255	0.0	discard	32_3_in_4	Parallel run loop
auto	4.828489535757953	0.0	discard	48_3_in_5	Parallel run loop
auto	5.133632601613065	0.0	discard	40_3_in_4	Parallel run loop
auto	1.9752560571051547	0.0	discard	9_3_in_5	Parallel run loop
auto	3.499887551951389	0.0	discard	19_3_in_4	Parallel run loop
auto	2.859556521032866	0.0	discard	13_3_in_4	Parallel run loop
auto	3.775323746437888	0.0	discard	22_3_in_4	Parallel run loop
auto	3.4934234920700242	0.0	discard	27_3_in_5	Parallel run loop
auto	3.3904334541840435	0.0	discard	18_3_in_4	Parallel run loop
auto	4.215468173515719	0.0	discard	38_3_in_5	Parallel run loop
auto	4.202634798340783	0.0	discard	27_3_in_4	Parallel run loop
auto	2.5567839328403337	0.0	discard	15_3_in_5	Parallel run loop
auto	3.677919463659403	0.0	discard	30_3_in_5	Parallel run loop
auto	3.56397361051064	0.0	discard	28_3_in_5	Parallel run loop
auto	4.737110659037927	0.0	discard	45_3_in_5	Parallel run loop
auto	2.4689241327201854	0.0	discard	14_3_in_5	Parallel run loop
auto	4.039103526473579	0.0	discard	25_3_in_4	Parallel run loop
auto	4.513158864077281	0.0	discard	31_3_in_4	Parallel run loop
auto	4.420394739704022	0.0	discard	30_3_in_4	Parallel run loop
auto	3.883727563717111	0.0	discard	33_3_in_5	Parallel run loop
auto	2.9860454138834225	0.0	discard	20_3_in_5	Parallel run loop
auto	5.517198529351735	0.0	discard	43_3_in_4	Parallel run loop
auto	4.099553342497298	0.0	discard	36_3_in_5	Parallel run loop
auto	4.727609295528331	0.0	discard	34_3_in_4	Parallel run loop
auto	5.150174803862911	0.0	discard	39_3_in_4	Parallel run loop
auto	3.943185730411505	0.0	discard	24_3_in_4	Parallel run loop
auto	3.2831868062084197	0.0	discard	24_3_in_5	Parallel run loop
auto	3.1198588062366595	0.0	discard	22_3_in_5	Parallel run loop
auto	3.8532403975682996	0.0	discard	23_3_in_4	Parallel run loop
auto	5.754195396894121	0.0	discard	47_3_in_4	Parallel run loop
auto	4.9100494799506755	0.0	discard	48_3_in_5	Parallel run loop
auto	3.6656110908257373	0.0	discard	21_3_in_4	Parallel run loop
auto	4.423262093203331	0.0	discard	41_3_in_5	Parallel run loop
auto	4.583384314934757	0.0	discard	32_3_in_4	Parallel run loop
auto	2.8916701390337343	0.0	discard	19_3_in_5	Parallel run loop
auto	5.624717886543204	0.0	discard	44_3_in_4	Parallel run loop
auto	5.094725432292961	0.0	discard	50_3_in_5	Parallel run loop
auto	4.664100084636167	0.0	discard	33_3_in_4	Parallel run loop
auto	2.183618950652628	0.0	discard	11_3_in_5	Parallel run loop
auto	5.680311059194407	0.0	discard	45_3_in_4	Parallel run loop
auto	2.64515392807585	0.0	discard	16_3_in_5	Parallel run loop
auto	3.494908211877011	0.0	discard	27_3_in_5	Parallel run loop
auto	5.155859197620414	0.0	discard	40_3_in_4	Parallel run loop
auto	5.3302093344000046	0.0	discard	41_3_in_4	Parallel run loop
auto	2.799933736286392	0.0	discard	18_3_in_5	Parallel run loop
auto	4.12412269264182	0.0	discard	26_3_in_4	Parallel run loop
auto	3.3547581284635486	0.0	discard	25_3_in_5	Parallel run loop
auto	4.519699865161984	0.0	discard	31_3_in_4	Parallel run loop
auto	4.442841456224359	0.0	discard	30_3_in_4	Parallel run loop
auto	4.035616279167761	0.0	discard	25_3_in_4	Parallel run loop
auto	3.6913543938980142	0.0	discard	30_3_in_5	Parallel run loop
auto	4.549971733868087	0.0	discard	43_3_in_5	Parallel run loop
auto	4.346814062506598	0.0	discard	29_3_in_4	Parallel run loop
auto	4.749306097096103	0.0	discard	34_3_in_4	Parallel run loop
auto	5.167216293855436	0.0	discard	39_3_in_4	Parallel run loop
auto	5.794486782932585	0.0	discard	48_3_in_4	Parallel run loop
auto	4.613193520329596	0.0	discard	44_3_in_5	Parallel run loop
auto	3.9363470947964783	0.0	discard	24_3_in_4	Parallel run loop
auto	4.152091264647593	0.0	discard	37_3_in_5	Parallel run loop
auto	3.6484263553397263	0.0	discard	21_3_in_4	Parallel run loop
auto	3.4258561444594893	0.0	discard	26_3_in_5	Parallel run loop
auto	3.1245831865394225	0.0	discard	22_3_in_5	Parallel run loop
auto	5.755380818196604	0.0	discard	47_3_in_4	Parallel run loop
auto	3.848192327826167	0.0	discard	23_3_in_4	Parallel run loop
auto	4.5802665091389585	0.0	discard	32_3_in_4	Parallel run loop
auto	5.417347981222088	0.0	discard	42_3_in_4	Parallel run loop
auto	2.08213441626222	0.0	discard	10_3_in_5	Parallel run loop
auto	3.9517335767444055	0.0	discard	34_3_in_5	Parallel run loop
auto	5.042365929223363	0.0	discard	50_3_in_5	Parallel run loop
auto	5.6823724933020054	0.0	discard	45_3_in_4	Parallel run loop
auto	4.675200824323773	0.0	discard	33_3_in_4	Parallel run loop
auto	5.247521742555183	0.0	discard	40_3_in_4	Parallel run loop
auto	1.741521188705603	0.0	discard	7_3_in_5	Parallel run loop
auto	3.2154864400750682	0.0	discard	23_3_in_5	Parallel run loop
auto	2.184803390739283	0.0	discard	11_3_in_5	Parallel run loop
auto	2.8095308160760593	0.0	discard	18_3_in_5	Parallel run loop
auto	2.8593571326339666	0.0	discard	13_3_in_4	Parallel run loop
auto	4.171392446927153	0.0	discard	38_3_in_5	Parallel run loop
auto	3.3282688543462338	0.0	discard	25_3_in_5	Parallel run loop
auto	3.7746999870409446	0.0	discard	22_3_in_4	Parallel run loop
auto	1.9747986312856793	0.0	discard	9_3_in_5	Parallel run loop
auto	4.3619375866577	0.0	discard	29_3_in_4	Parallel run loop
auto	4.757797006016469	0.0	discard	34_3_in_4	Parallel run loop
auto	3.7579018758582117	0.0	discard	31_3_in_5	Parallel run loop
auto	4.518621397175735	0.0	discard	31_3_in_4	Parallel run loop
auto	5.913138778426218	0.0	discard	48_3_in_4	Parallel run loop
auto	3.9419505920395683	0.0	discard	24_3_in_4	Parallel run loop
auto	3.6195598369389637	0.0	discard	29_3_in_5	Parallel run loop
auto	3.3805434269409487	0.0	discard	18_3_in_4	Parallel run loop
auto	4.1949345994447365	0.0	discard	27_3_in_4	Parallel run loop
auto	3.669102210507659	0.0	discard	21_3_in_4	Parallel run loop
auto	2.5525833423346125	0.0	discard	15_3_in_5	Parallel run loop
auto	5.713687909043916	0.0	discard	47_3_in_4	Parallel run loop
auto	3.4225972743971083	0.0	discard	26_3_in_5	Parallel run loop
auto	3.1171354434636678	0.0	discard	22_3_in_5	Parallel run loop
auto	4.57088964902199	0.0	discard	32_3_in_4	Parallel run loop
auto	4.676865706221167	0.0	discard	45_3_in_5	Parallel run loop
auto	3.5491200664749725	0.0	discard	28_3_in_5	Parallel run loop
auto	2.082136972769762	0.0	discard	10_3_in_5	Parallel run loop
auto	1.7415209721125642	0.0	discard	7_3_in_5	Parallel run loop
auto	3.9556883959265563	0.0	discard	34_3_in_5	Parallel run loop
auto	4.6785851176988436	0.0	discard	33_3_in_4	Parallel run loop
auto	5.080762807461953	0.0	discard	50_3_in_5	Parallel run loop
auto	1.6127718387037564	0.0	discard	6_3_in_5	Parallel run loop
auto	2.470790010286466	0.0	discard	14_3_in_5	Parallel run loop
auto	1.4723582020540358	0.0	discard	5_3_in_5	Parallel run loop
auto	4.088930957799324	0.0	discard	36_3_in_5	Parallel run loop
auto	3.2863204628312412	0.0	discard	24_3_in_5	Parallel run loop
auto	1.97524392766155	0.0	discard	9_3_in_5	Parallel run loop
auto	2.8202454481095653	0.0	discard	18_3_in_5	Parallel run loop
auto	4.216205350975018	0.0	discard	38_3_in_5	Parallel run loop
auto	4.997682734828203	0.0	discard	49_3_in_5	Parallel run loop
auto	5.001471450161825	0.0	discard	37_3_in_4	Parallel run loop
auto	4.389285173751878	0.0	discard	41_3_in_5	Parallel run loop
auto	5.51660053943319	0.0	discard	43_3_in_4	Parallel run loop
auto	3.342645355572021	0.0	discard	25_3_in_5	Parallel run loop
auto	3.3879043836168075	0.0	discard	18_3_in_4	Parallel run loop
auto	2.554431353779944	0.0	discard	15_3_in_5	Parallel run loop
auto	3.671488082998394	0.0	discard	21_3_in_4	Parallel run loop
auto	3.1329838656661297	0.0	discard	22_3_in_5	Parallel run loop
auto	3.948613998824418	0.0	discard	24_3_in_4	Parallel run loop
auto	4.2034973658443535	0.0	discard	27_3_in_4	Parallel run loop
auto	3.060945454081722	0.0	discard	21_3_in_5	Parallel run loop
auto	4.356255745635118	0.0	discard	40_3_in_5	Parallel run loop
auto	4.586638807342354	0.0	discard	32_3_in_4	Parallel run loop
auto	3.558173703915672	0.0	discard	28_3_in_5	Parallel run loop
auto	3.4873029346188384	0.0	discard	19_3_in_4	Parallel run loop
auto	5.819466407913129	0.0	discard	47_3_in_4	Parallel run loop
auto	4.670166910151832	0.0	discard	45_3_in_5	Parallel run loop
auto	5.929597324436657	0.0	discard	48_3_in_4	Parallel run loop
auto	2.90668473262429	0.0	discard	19_3_in_5	Parallel run loop
auto	1.7415210383219066	0.0	discard	7_3_in_5	Parallel run loop
auto	3.948800657908777	0.0	discard	34_3_in_5	Parallel run loop
auto	1.4717817830983368	0.0	discard	5_3_in_5	Parallel run loop
auto	4.0839924009099215	0.0	discard	36_3_in_5	Parallel run loop
auto	5.580378387007341	0.0	discard	44_3_in_4	Parallel run loop
auto	2.6472479673349247	0.0	discard	16_3_in_5	Parallel run loop
auto	1.9760347408703653	0.0	discard	9_3_in_5	Parallel run loop
auto	5.098313459946513	0.0	discard	50_3_in_5	Parallel run loop
auto	4.924736823133839	0.0	discard	36_3_in_4	Parallel run loop
auto	5.761724730717903	0.0	discard	46_3_in_4	Parallel run loop
auto	4.456356655070911	0.0	discard	42_3_in_5	Parallel run loop
auto	4.099205259288894	0.0	discard	26_3_in_4	Parallel run loop
auto	3.356177175891247	0.0	discard	25_3_in_5	Parallel run loop
auto	3.681440123460129	0.0	discard	21_3_in_4	Parallel run loop
auto	4.422056896058394	0.0	discard	41_3_in_5	Parallel run loop
auto	1.8622723004191593	0.0	discard	8_3_in_5	Parallel run loop
auto	5.3499918398455115	0.0	discard	41_3_in_4	Parallel run loop
auto	3.126831642952583	0.0	discard	22_3_in_5	Parallel run loop
auto	5.523259260697218	0.0	discard	43_3_in_4	Parallel run loop
auto	5.366447415984795	0.0	discard	42_3_in_4	Parallel run loop
auto	2.5579609242769745	0.0	discard	15_3_in_5	Parallel run loop
auto	3.5555978613172337	0.0	discard	28_3_in_5	Parallel run loop
auto	4.708440774722989	0.0	discard	45_3_in_5	Parallel run loop
auto	4.129488552760525	0.0	discard	37_3_in_5	Parallel run loop
auto	5.802928164894558	0.0	discard	48_3_in_4	Parallel run loop
auto	4.589849951911184	0.0	discard	44_3_in_5	Parallel run loop
auto	5.100913327074751	0.0	discard	38_3_in_4	Parallel run loop
auto	3.468060179153874	0.0	discard	19_3_in_4	Parallel run loop
auto	4.51504652331018	0.0	discard	43_3_in_5	Parallel run loop
auto	2.3751286200987587	0.0	discard	13_3_in_5	Parallel run loop
auto	5.738797947989674	0.0	discard	47_3_in_4	Parallel run loop
auto	2.8997740331083426	0.0	discard	19_3_in_5	Parallel run loop
auto	1.7415207914826145	0.0	discard	7_3_in_5	Parallel run loop
auto	1.473592472197917	0.0	discard	5_3_in_5	Parallel run loop
auto	3.2113415829947454	0.0	discard	23_3_in_5	Parallel run loop
auto	4.894371710129382	0.0	discard	36_3_in_4	Parallel run loop
auto	2.2809007239451358	0.0	discard	12_3_in_5	Parallel run loop
auto	2.737924355345415	0.0	discard	17_3_in_5	Parallel run loop
auto	3.7755732078794058	0.0	discard	22_3_in_4	Parallel run loop
auto	2.857568285484163	0.0	discard	13_3_in_4	Parallel run loop
auto	4.780181091478305	0.0	discard	46_3_in_5	Parallel run loop
auto	4.22969762274517	0.0	discard	39_3_in_5	Parallel run loop
auto	1.6123349283158912	0.0	discard	6_3_in_5	Parallel run loop
auto	3.483426811457104	0.0	discard	27_3_in_5	Parallel run loop
auto	3.6277870324665935	0.0	discard	29_3_in_5	Parallel run loop
auto	3.6831806891837506	0.0	discard	30_3_in_5	Parallel run loop
auto	4.426952268707845	0.0	discard	41_3_in_5	Parallel run loop
auto	3.3581962865360193	0.0	discard	25_3_in_5	Parallel run loop
auto	4.480246146456048	0.0	discard	42_3_in_5	Parallel run loop
auto	2.466707612043534	0.0	discard	14_3_in_5	Parallel run loop
auto	3.477428483437989	0.0	discard	19_3_in_4	Parallel run loop
auto	3.557699210775021	0.0	discard	28_3_in_5	Parallel run loop
auto	4.624682772791294	0.0	discard	44_3_in_5	Parallel run loop
auto	4.576846746639815	0.0	discard	43_3_in_5	Parallel run loop
auto	3.7595387247829732	0.0	discard	31_3_in_5	Parallel run loop
auto	2.556670699454337	0.0	discard	15_3_in_5	Parallel run loop
auto	5.971086359809669	0.0	discard	48_3_in_4	Parallel run loop
auto	4.432414689487735	0.0	discard	30_3_in_4	Parallel run loop
auto	4.964032411740377	0.0	discard	37_3_in_4	Parallel run loop
auto	5.379913259996092	0.0	discard	42_3_in_4	Parallel run loop
auto	4.6929965981694926	0.0	discard	45_3_in_5	Parallel run loop
auto	5.754668441328534	0.0	discard	47_3_in_4	Parallel run loop
auto	3.27451044037248	0.0	discard	24_3_in_5	Parallel run loop
auto	5.029698568659449	0.0	discard	49_3_in_5	Parallel run loop
auto	1.7415209130522538	0.0	discard	7_3_in_5	Parallel run loop
auto	4.3620227855576355	0.0	discard	40_3_in_5	Parallel run loop
auto	2.9022641792491104	0.0	discard	19_3_in_5	Parallel run loop
auto	4.92548759598695	0.0	discard	36_3_in_4	Parallel run loop
auto	2.281833961287802	0.0	discard	12_3_in_5	Parallel run loop
auto	2.978697224883824	0.0	discard	20_3_in_5	Parallel run loop
auto	4.299771615833073	0.0	discard	39_3_in_5	Parallel run loop
auto	2.8582751542342395	0.0	discard	13_3_in_4	Parallel run loop
auto	3.0613289023839085	0.0	discard	21_3_in_5	Parallel run loop
auto	5.440472858791266	0.0	discard	44_3_in_4	Parallel run loop
auto	3.494815378712013	0.0	discard	27_3_in_5	Parallel run loop
auto	5.6558684755321496	0.0	discard	45_3_in_4	Parallel run loop
auto	4.425709645578415	0.0	discard	41_3_in_5	Parallel run loop
auto	3.691837118509828	0.0	discard	30_3_in_5	Parallel run loop
auto	4.502590708349205	0.0	discard	42_3_in_5	Parallel run loop
auto	5.689092123500306	0.0	discard	46_3_in_4	Parallel run loop
auto	3.486452370750221	0.0	discard	19_3_in_4	Parallel run loop
auto	2.6431567764102857	0.0	discard	16_3_in_5	Parallel run loop
auto	5.239643909263239	0.0	discard	41_3_in_4	Parallel run loop
auto	2.1831181048744353	0.0	keep	11_3_in_5	Parallel run loop
auto	3.558165075207818	0.0	discard	28_3_in_5	Parallel run loop
auto	4.10610368697918	0.0	discard	26_3_in_4	Parallel run loop
auto	4.656049982961445	0.0	discard	44_3_in_5	Parallel run loop
auto	4.975700269816607	0.0	discard	37_3_in_4	Parallel run loop
auto	1.8618556783625688	0.0	discard	8_3_in_5	Parallel run loop
auto	2.553750740240545	0.0	discard	15_3_in_5	Parallel run loop
auto	4.591425484454163	0.0	discard	45_3_in_5	Parallel run loop
auto	5.0900951944982715	0.0	discard	38_3_in_4	Parallel run loop
auto	4.3460118094812765	0.0	discard	29_3_in_4	Parallel run loop
auto	5.76311397297169	0.0	discard	47_3_in_4	Parallel run loop
auto	4.113664266953121	0.0	discard	37_3_in_5	Parallel run loop
auto	4.909876385398196	0.0	discard	47_3_in_5	Parallel run loop
auto	4.84752314405961	0.0	discard	35_3_in_4	Parallel run loop
auto	3.427654606622236	0.0	discard	26_3_in_5	Parallel run loop
auto	1.741302549419614	0.0	discard	7_3_in_5	Parallel run loop
auto	2.082835991858295	0.0	discard	10_3_in_5	Parallel run loop
auto	2.3782120596940812	0.0	discard	13_3_in_5	Parallel run loop
auto	3.2171431614932273	0.0	discard	23_3_in_5	Parallel run loop
auto	5.186971215069596	0.0	discard	39_3_in_4	Parallel run loop
auto	2.8578656965405065	0.0	discard	13_3_in_4	Parallel run loop
auto	2.716529018488219	0.0	keep	17_3_in_5	Parallel run loop
auto	5.611159178505066	0.0	discard	44_3_in_4	Parallel run loop
auto	3.6908900401707005	0.0	discard	30_3_in_5	Parallel run loop
auto	4.7871002244129865	0.0	discard	46_3_in_5	Parallel run loop
auto	3.7717778928562176	0.0	discard	22_3_in_4	Parallel run loop
auto	5.674564119611208	0.0	discard	45_3_in_4	Parallel run loop
auto	4.222375790947403	0.0	discard	38_3_in_5	Parallel run loop
auto	3.488787478180563	0.0	discard	19_3_in_4	Parallel run loop
auto	5.8114415421891445	0.0	discard	46_3_in_4	Parallel run loop
auto	3.7386215932369655	0.0	discard	31_3_in_5	Parallel run loop
auto	3.617564221783761	0.0	discard	29_3_in_5	Parallel run loop
auto	2.184113316827124	0.0	discard	11_3_in_5	Parallel run loop
auto	4.180701904370921	0.0	discard	27_3_in_4	Parallel run loop
auto	3.3794413918349644	0.0	discard	18_3_in_4	Parallel run loop
auto	5.2869321449745525	0.0	discard	41_3_in_4	Parallel run loop
auto	4.099902619957448	0.0	discard	26_3_in_4	Parallel run loop
auto	4.94611631431379	0.0	discard	37_3_in_4	Parallel run loop
auto	1.8622738679919528	0.0	discard	8_3_in_5	Parallel run loop
auto	4.694982079279858	0.0	discard	45_3_in_5	Parallel run loop
auto	2.4667475748230054	0.0	discard	14_3_in_5	Parallel run loop
auto	4.351610873160315	0.0	discard	29_3_in_4	Parallel run loop
auto	4.1099824604207615	0.0	discard	37_3_in_5	Parallel run loop
auto	1.6123349320824532	0.0	discard	6_3_in_5	Parallel run loop
auto	1.7415209844959807	0.0	discard	7_3_in_5	Parallel run loop
auto	4.515820030247655	0.0	discard	31_3_in_4	Parallel run loop
auto	4.278839976416659	0.0	discard	28_3_in_4	Parallel run loop
auto	3.827475410375657	0.0	discard	32_3_in_5	Parallel run loop
auto	4.024842005050836	0.0	discard	35_3_in_5	Parallel run loop
auto	2.7348130536538497	0.0	discard	17_3_in_5	Parallel run loop
auto	4.091871112434221	0.0	discard	36_3_in_5	Parallel run loop
auto	2.859160060143747	0.0	discard	13_3_in_4	Parallel run loop
auto	4.443781336424065	0.0	discard	30_3_in_4	Parallel run loop
auto	5.537220782817872	0.0	discard	43_3_in_4	Parallel run loop
auto	4.728885506296419	0.0	discard	34_3_in_4	Parallel run loop
auto	3.2850444744109897	0.0	discard	24_3_in_5	Parallel run loop
auto	4.173929060550221	0.0	discard	38_3_in_5	Parallel run loop
auto	5.023012218450543	0.0	discard	49_3_in_5	Parallel run loop
auto	5.248882792288608	0.0	discard	40_3_in_4	Parallel run loop
auto	2.987135679186676	0.0	discard	20_3_in_5	Parallel run loop
auto	4.319688712961276	0.0	discard	40_3_in_5	Parallel run loop
auto	3.045944189603822	0.0	discard	21_3_in_5	Parallel run loop
auto	2.184698476332327	0.0	discard	11_3_in_5	Parallel run loop
auto	4.655367476907289	0.0	discard	33_3_in_4	Parallel run loop
auto	4.189034677679612	0.0	discard	27_3_in_4	Parallel run loop
auto	2.6449404683964035	0.0	discard	16_3_in_5	Parallel run loop
auto	3.3888395806390625	0.0	discard	18_3_in_4	Parallel run loop
auto	4.994973721928029	0.0	discard	37_3_in_4	Parallel run loop
auto	4.122010831845911	0.0	discard	26_3_in_4	Parallel run loop
auto	2.464408192998839	0.0	discard	14_3_in_5	Parallel run loop
auto	5.304534472945514	0.0	discard	41_3_in_4	Parallel run loop
auto	4.991698510164087	0.0	discard	38_3_in_4	Parallel run loop
auto	2.8201089707925204	0.0	discard	18_3_in_5	Parallel run loop
auto	4.347946557981782	0.0	discard	29_3_in_4	Parallel run loop
auto	4.120656828017062	0.0	discard	37_3_in_5	Parallel run loop
auto	1.6123349331599344	0.0	discard	6_3_in_5	Parallel run loop
auto	4.511860012813937	0.0	discard	31_3_in_4	Parallel run loop
auto	1.7415208677587173	0.0	discard	7_3_in_5	Parallel run loop
auto	4.438752437300346	0.0	discard	43_3_in_5	Parallel run loop
auto	4.817383670404271	0.0	discard	47_3_in_5	Parallel run loop
auto	2.8595205280699094	0.0	discard	13_3_in_4	Parallel run loop
auto	5.280656588544078	0.0	discard	42_3_in_4	Parallel run loop
auto	4.842493763894582	0.0	discard	35_3_in_4	Parallel run loop
auto	3.425754412392281	0.0	discard	26_3_in_5	Parallel run loop
auto	4.72054838376292	0.0	discard	34_3_in_4	Parallel run loop
auto	2.3758528333735964	0.0	discard	13_3_in_5	Parallel run loop
auto	2.082249635452869	0.0	discard	10_3_in_5	Parallel run loop
auto	3.278717691832365	0.0	discard	24_3_in_5	Parallel run loop
auto	5.157303844649163	0.0	discard	39_3_in_4	Parallel run loop
auto	3.0288109232127978	0.0	keep	21_3_in_5	Parallel run loop
auto	3.950072293576013	0.0	discard	34_3_in_5	Parallel run loop
auto	4.207172460779992	0.0	discard	38_3_in_5	Parallel run loop
auto	3.193290057917118	0.0	discard	23_3_in_5	Parallel run loop
auto	4.03395537845791	0.0	discard	25_3_in_4	Parallel run loop
auto	4.6625748808308	0.0	discard	33_3_in_4	Parallel run loop
auto	1.9752343193314466	0.0	discard	9_3_in_5	Parallel run loop
auto	4.203571201533864	0.0	discard	27_3_in_4	Parallel run loop
auto	4.233178518575633	0.0	discard	39_3_in_5	Parallel run loop
auto	4.110639822810189	0.0	discard	26_3_in_4	Parallel run loop
auto	5.271334150600021	0.0	discard	41_3_in_4	Parallel run loop
auto	2.815246222135766	0.0	discard	18_3_in_5	Parallel run loop
auto	4.978928733240983	0.0	discard	37_3_in_4	Parallel run loop
auto	2.466831869726447	0.0	discard	14_3_in_5	Parallel run loop
auto	3.389480642220638	0.0	discard	18_3_in_4	Parallel run loop
auto	5.058166227347352	0.0	discard	38_3_in_4	Parallel run loop
auto	2.2814138957971757	0.0	discard	12_3_in_5	Parallel run loop
auto	1.6123349279526509	0.0	discard	6_3_in_5	Parallel run loop
auto	4.1094622160339265	0.0	discard	37_3_in_5	Parallel run loop
auto	4.520388012798357	0.0	discard	31_3_in_4	Parallel run loop
auto	3.7759085324483843	0.0	discard	22_3_in_4	Parallel run loop
auto	5.42024606848092	0.0	discard	42_3_in_4	Parallel run loop
auto	4.760693385365639	0.0	discard	46_3_in_5	Parallel run loop
auto	4.566817653497825	0.0	discard	43_3_in_5	Parallel run loop
auto	3.866502569858283	0.0	discard	23_3_in_4	Parallel run loop
auto	3.284481646817797	0.0	discard	24_3_in_5	Parallel run loop
auto	4.756910900637155	0.0	discard	34_3_in_4	Parallel run loop
auto	3.4946801762054878	0.0	discard	27_3_in_5	Parallel run loop
auto	3.7426689933538424	0.0	discard	31_3_in_5	Parallel run loop
auto	3.625672617697556	0.0	discard	29_3_in_5	Parallel run loop
auto	3.2153728803214854	0.0	discard	23_3_in_5	Parallel run loop
auto	4.008768863399098	0.0	discard	35_3_in_5	Parallel run loop
auto	1.4735934845693035	0.0	discard	5_3_in_5	Parallel run loop
auto	3.9497496970845885	0.0	discard	34_3_in_5	Parallel run loop
auto	4.283007247897312	0.0	discard	28_3_in_4	Parallel run loop
auto	3.0634243952470155	0.0	discard	21_3_in_5	Parallel run loop
auto	4.0590501119768865	0.0	discard	36_3_in_5	Parallel run loop
auto	1.9748102647247503	0.0	discard	9_3_in_5	Parallel run loop
auto	4.656028968468122	0.0	discard	33_3_in_4	Parallel run loop
auto	4.260376886248762	0.0	discard	39_3_in_5	Parallel run loop
auto	3.8037428012903143	0.0	discard	32_3_in_5	Parallel run loop
auto	5.454007186657561	0.0	discard	43_3_in_4	Parallel run loop
auto	2.4666939588497057	0.0	discard	14_3_in_5	Parallel run loop
auto	4.308914407426947	0.0	discard	40_3_in_5	Parallel run loop
auto	4.966256840369471	0.0	discard	49_3_in_5	Parallel run loop
auto	5.329026542356188	0.0	discard	41_3_in_4	Parallel run loop
auto	4.428489554689896	0.0	discard	30_3_in_4	Parallel run loop
auto	2.979466783711956	0.0	discard	20_3_in_5	Parallel run loop
auto	5.034467245998453	0.0	discard	38_3_in_4	Parallel run loop
auto	1.612334929235357	0.0	discard	6_3_in_5	Parallel run loop
auto	4.103682599294582	0.0	discard	37_3_in_5	Parallel run loop
auto	2.9015660669460637	0.0	discard	19_3_in_5	Parallel run loop
auto	5.603678535346468	0.0	discard	44_3_in_4	Parallel run loop
auto	5.045377507433841	0.0	discard	50_3_in_5	Parallel run loop
auto	5.244840757282829	0.0	discard	40_3_in_4	Parallel run loop
auto	4.90245842663322	0.0	discard	36_3_in_4	Parallel run loop
auto	3.289283479267469	0.0	discard	24_3_in_5	Parallel run loop
auto	2.649361403270992	0.0	discard	16_3_in_5	Parallel run loop
auto	5.81827963431856	0.0	discard	46_3_in_4	Parallel run loop
auto	5.58580093192579	0.0	discard	45_3_in_4	Parallel run loop
auto	3.21105937629369	0.0	discard	23_3_in_5	Parallel run loop
auto	4.493924228272134	0.0	discard	42_3_in_5	Parallel run loop
auto	3.7619567638470017	0.0	discard	31_3_in_5	Parallel run loop
auto	4.005277566339347	0.0	discard	35_3_in_5	Parallel run loop
